100,value,values-port,120,resources,other,N/A,abc_action_bar_embed_tabs,false
100,value,values,1358509,resources,string,N/A,abc_action_bar_home_description,Navigate home
100,value,values,1358509,resources,string,N/A,abc_action_bar_up_description,Navigate up
100,value,values,1358509,resources,string,N/A,abc_action_menu_overflow_description,More options
100,value,values,1358509,resources,string,N/A,abc_action_mode_done,Done
100,value,values,1358509,resources,string,N/A,abc_activity_chooser_view_see_all,See all
100,value,values,1358509,resources,string,N/A,abc_activitychooserview_choose_application,Choose an app
100,value,values,1358509,resources,string,N/A,abc_capital_off,OFF
100,value,values,1358509,resources,string,N/A,abc_capital_on,ON
100,value,values,1358509,resources,string,N/A,abc_menu_alt_shortcut_label,Alt+
100,value,values,1358509,resources,string,N/A,abc_menu_ctrl_shortcut_label,Ctrl+
100,value,values,1358509,resources,string,N/A,abc_menu_delete_shortcut_label,delete
100,value,values,1358509,resources,string,N/A,abc_menu_enter_shortcut_label,enter
100,value,values,1358509,resources,string,N/A,abc_menu_function_shortcut_label,Function+
100,value,values,1358509,resources,string,N/A,abc_menu_meta_shortcut_label,Meta+
100,value,values,1358509,resources,string,N/A,abc_menu_shift_shortcut_label,Shift+
100,value,values,1358509,resources,string,N/A,abc_menu_space_shortcut_label,space
100,value,values,1358509,resources,string,N/A,abc_menu_sym_shortcut_label,Sym+
100,value,values,1358509,resources,string,N/A,abc_prepend_shortcut_label,Menu+
100,value,values,1358509,resources,string,N/A,abc_search_hint,Search…
100,value,values,1358509,resources,string,N/A,abc_searchview_description_clear,Clear query
100,value,values,1358509,resources,string,N/A,abc_searchview_description_query,Search query
100,value,values,1358509,resources,string,N/A,abc_searchview_description_search,Search
100,value,values,1358509,resources,string,N/A,abc_searchview_description_submit,Submit query
100,value,values,1358509,resources,string,N/A,abc_searchview_description_voice,Voice search
100,value,values,1358509,resources,string,N/A,abc_shareactionprovider_share_with,Share with
100,value,values,1358509,resources,string,N/A,abc_shareactionprovider_share_with_application,Share with %s
100,value,values,1358509,resources,string,N/A,abc_toolbar_collapse_description,Collapse
100,value,values,1358509,resources,string,N/A,about_about_us,About Us
100,value,values,1358509,resources,string,N/A,about_app_name,PandaVPN
100,value,values,1358509,resources,string,N/A,about_app_name_lite,PandaVPN Lite
100,value,values,1358509,resources,string,N/A,about_app_name_pro,PandaVPN Pro
100,value,values,1358509,resources,string,N/A,about_check_for_update,Check for updates
100,value,values,1358509,resources,string,N/A,about_checking_for_update,Checking…
100,value,values,1358509,resources,string,N/A,about_latest_version,Already the latest version
100,value,values,1358509,resources,string,N/A,about_privacy_agreement,Privacy Agreement
100,value,values,1358509,resources,string,N/A,about_terms_of_service,Terms of Service
100,value,values,1358509,resources,string,N/A,about_title,About
100,value,values,1358509,resources,string,N/A,about_version,Version: %s
100,value,values,1358509,resources,string,N/A,account,My Account
100,value,values,1358509,resources,string,N/A,account_account_title,Account Information:
100,value,values,1358509,resources,string,N/A,account_active_account_by_email,Verify
100,value,values,1358509,resources,string,N/A,account_add_devices,Add Devices
100,value,values,1358509,resources,string,N/A,account_add_devices_desc,Multiple devices online simultaneously
100,value,values,1358509,resources,string,N/A,account_bind_email,Verify Email
100,value,values,1358509,resources,string,N/A,account_device_count,Device Number:
100,value,values,1358509,resources,string,N/A,account_device_count_desc,(Total)
100,value,values,1358509,resources,string,N/A,account_email_activated,Failed to send email- please try again
100,value,values,1358509,resources,string,N/A,account_email_active_succeed,We sent a email to your address- please go to your email to verify it
100,value,values,1358509,resources,string,N/A,account_extend_desc,It will be directly renewed to the 3 devices with the longest validity period
100,value,values,1358509,resources,string,N/A,account_init_password,Set Password
100,value,values,1358509,resources,string,N/A,account_login_out,Switch Account
100,value,values,1358509,resources,string,N/A,account_modify_password,Change Password
100,value,values,1358509,resources,string,N/A,account_optional,My Account
100,value,values,1358509,resources,string,N/A,account_order_auto_extend,%s Automatic renewal
100,value,values,1358509,resources,string,N/A,account_order_end,Expire on %s
100,value,values,1358509,resources,string,N/A,account_page_label,My Account
100,value,values,1358509,resources,string,N/A,account_setting_delete_account,Delete Account
100,value,values,1358509,resources,string,N/A,account_settings_page_label,Account Settings
100,value,values,1358509,resources,string,N/A,account_unbind_email,In order to protect your account-
100,value,values,1358509,resources,string,N/A,ad,ad
100,value,values,1358509,resources,string,N/A,ad_block_label,Adblock
100,value,values,1358509,resources,string,N/A,ad_is_loading,Ad is loading- please wait
100,value,values,1358509,resources,string,N/A,add_new_customized_server,Add More Servers
100,value,values,1358509,resources,string,N/A,admob_new_account_native_unit_id,ca-app-pub-8613111029887071/3366370418
100,value,values,1358509,resources,string,N/A,admob_new_app_open_unit_id,ca-app-pub-8613111029887071/2630971880
100,value,values,1358509,resources,string,N/A,admob_new_channel_search_native_unit_id,ca-app-pub-8613111029887071/6133998978
100,value,values,1358509,resources,string,N/A,admob_new_channels_native_unit_id,ca-app-pub-8613111029887071/4075915490
100,value,values,1358509,resources,string,N/A,admob_new_connection_result_interstitial_unit_id,ca-app-pub-8613111029887071/8043080669
100,value,values,1358509,resources,string,N/A,admob_new_connection_result_native_unit_id,ca-app-pub-8613111029887071/7659937280
100,value,values,1358509,resources,string,N/A,admob_new_fifteen_minutes_rewarded_unit_id,ca-app-pub-8613111029887071/3016881040
100,value,values,1358509,resources,string,N/A,admob_new_free_channels_interstitial_unit_id,ca-app-pub-8613111029887071/1839530743
100,value,values,1358509,resources,string,N/A,admob_new_home_banner_native_unit_id,ca-app-pub-8613111029887071/4357882878
100,value,values,1358509,resources,string,N/A,admob_new_home_drawer_native_unit_id,ca-app-pub-8613111029887071/6325570661
100,value,values,1358509,resources,string,N/A,admob_new_thirty_minutes_rewarded_unit_id,ca-app-pub-8613111029887071/1129084304
100,value,values,1358509,resources,string,N/A,admob_old_account_native_unit_id,ca-app-pub-8613111029887071/4102535889
100,value,values,1358509,resources,string,N/A,admob_old_app_open_unit_id,ca-app-pub-8613111029887071/5692249497
100,value,values,1358509,resources,string,N/A,admob_old_channel_search_native_unit_id,ca-app-pub-8613111029887071/5942427287
100,value,values,1358509,resources,string,N/A,admob_old_channels_native_unit_id,ca-app-pub-8613111029887071/4622710405
100,value,values,1358509,resources,string,N/A,admob_old_connection_result_interstitial_unit_id,ca-app-pub-8613111029887071/7851508977
100,value,values,1358509,resources,string,N/A,admob_old_connection_result_native_unit_id,ca-app-pub-8613111029887071/2216038915
100,value,values,1358509,resources,string,N/A,admob_old_fifteen_minutes_rewarded_unit_id,ca-app-pub-8613111029887071/2633737667
100,value,values,1358509,resources,string,N/A,admob_old_free_channels_interstitial_unit_id,ca-app-pub-8613111029887071/1647959052
100,value,values,1358509,resources,string,N/A,admob_old_home_banner_native_unit_id,ca-app-pub-8613111029887071/9227066175
100,value,values,1358509,resources,string,N/A,admob_old_home_drawer_native_unit_id,ca-app-pub-8613111029887071/3699407326
100,value,values,1358509,resources,string,N/A,admob_old_thirty_minutes_rewarded_unit_id,ca-app-pub-8613111029887071/7311349274
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_ad_reused,The rewarded ads are displayed.
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_app_not_foreground,The ad is not played properly when app is not in foreground.
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_internal,An internal issue occurred. Please try again later.
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_invalid_request,Invalid ad request
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_network,Ad request failed due to network connection issue.
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_no_fill,The ad request was successful- but no ad was returned due to lack of ad inventory.
100,value,values,1358509,resources,string,N/A,ads_admob_error_code_not_ready,The ad has not been successfully loaded.
100,value,values,1358509,resources,string,N/A,ads_show_failed,Ad display failed
100,value,values,1358509,resources,string,N/A,agent_only_addresses_in_mainland_china,Only route the mainland China websites
100,value,values,1358509,resources,string,N/A,alert_cannot_watch_ads,You’ve reached ads limit- please try again tomorrow.
100,value,values,1358509,resources,string,N/A,alert_first_connected,Congratulations! You have got a 3-day free trial! Your account is automatically generated- click to set a password
100,value,values,1358509,resources,string,N/A,alert_goto_setting,Set a password
100,value,values,1358509,resources,string,N/A,alert_refuse_game_channel,This server is only available to paid VIP users. Upgrade to VIP now?
100,value,values,1358509,resources,string,N/A,alert_refuse_iplc_channel,During peak hours- this server is only available to VIP users. Upgrade to VIP now?
100,value,values,1358509,resources,string,N/A,alert_sign_out_message,Sign Out?
100,value,values,1358509,resources,string,N/A,alert_tried_will_expire_title,Your free trial is about to expire
100,value,values,1358509,resources,string,N/A,alert_trier_expired_message,Upgrade now- PandaVPN is on BIG SALE
100,value,values,1358509,resources,string,N/A,alert_trier_expired_title,Upgrade to VIP
100,value,values,1358509,resources,string,N/A,alert_user_expired_message,Your membership has expired- please renew to get more VIP time
100,value,values,1358509,resources,string,N/A,alert_user_expired_title,Your membership has expired
100,value,values,1358509,resources,string,N/A,alert_user_will_expire_title,Your membership is about to expire
100,value,values,1358509,resources,string,N/A,already_enabled,Already enabled
100,value,values,1358509,resources,string,N/A,androidx_startup,androidx.startup
100,value,values,1358509,resources,string,N/A,app_name,PandaVPN
100,value,values,1358509,resources,string,N/A,app_quick_toggle_name,PandaVPN Lite
100,value,values,1358509,resources,string,N/A,appbar_scrolling_view_behavior,com.google.android.material.appbar.AppBarLayout$ScrollingViewBehavior
100,value,values,1358509,resources,string,N/A,applovin_list_item_image_description,Displays more info about the list item.
100,value,values,1358509,resources,string,N/A,auto_select,Smart Connect
100,value,values,1358509,resources,string,N/A,back_button_description,Back
100,value,values,1358509,resources,string,N/A,banner_ad_close_tip,Ads annoying?
100,value,values,1358509,resources,string,N/A,bigo_ad_click_to_try,Click to try?
100,value,values,1358509,resources,string,N/A,bigo_ad_cta_default,View more
100,value,values,1358509,resources,string,N/A,bigo_ad_description_default,Free access now!
100,value,values,1358509,resources,string,N/A,bigo_ad_lose_reward,You will lose your reward.
100,value,values,1358509,resources,string,N/A,bigo_ad_resume,Resume
100,value,values,1358509,resources,string,N/A,bigo_ad_skip,Skip
100,value,values,1358509,resources,string,N/A,bigo_ad_skip_video,Skip video?
100,value,values,1358509,resources,string,N/A,bigo_ad_splash_skip,SKIP
100,value,values,1358509,resources,string,N/A,bigo_ad_tag_back,bigo_ad_tag_back
100,value,values,1358509,resources,string,N/A,bigo_ad_tag_close,bigo_ad_tag_close
